Libéllé Commune,Code Postal,Code IRIS - Code de la zone,Type de construction - Libellé,Année de construction,Année de première mise en location,Année d’entrée dans le patrimoine,Etiquette DPE Energie,Etiquette DPE GES,Situation en QPV - Libellé,Code QPV 2024,Financement initial - Libellé,Convention APL,passoire_energetique,logement_qpv,age_logement
Allennes-les-Marais,59251,59005XXXX,individuel,1996,1996,1996,D,C,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,29
Allennes-les-Marais,59251,59005XXXX,individuel,1996,1996,1996,D,E,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,29
Allennes-les-Marais,59251,59005XXXX,collectif,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,collectif,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,collectif,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,individuel,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,individuel,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,individuel,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,individuel,1994,1994,1994,C,D,Non,CSZ,PLA ordinaire,1,False,False,31
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,C,A,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,E,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,C,G,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,F,F,Non,CSZ,PLUS/LLS dans les DOM,1,True,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,C,A,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,C,D,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,E,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,F,F,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,True,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,G,F,Non,CSZ,PLUS/LLS dans les DOM,1,True,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,C,A,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,F,F,Non,CSZ,PLUS/LLS dans les DOM,1,True,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,C,A,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,F,F,Non,CSZ,PLUS/LLS dans les DOM,1,True,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1959,2006,2006,E,F,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,66
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,E,F,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1963,2006,2006,C,A,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,62
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,E,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,E,B,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,E,B,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,E,B,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,E,B,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,E,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,E,B,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,E,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,E,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,F,C,Non,CSZ,PLA ordinaire,1,True,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,D,E,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,1987,1987,2003,C,D,Non,CSZ,PLA ordinaire,1,False,False,38
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,D,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,individuel,2003,2003,2003,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,22
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,F,C,Non,CSZ,PLUS/LLS dans les DOM,1,True,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2007,2007,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2008,2008,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2008,2008,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2008,2008,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,collectif,2007,2008,2008,E,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,C,D,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2007,2008,2008,D,E,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,18
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2018,2018,2018,C,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,7
Allennes-les-Marais,59251,59005XXXX,individuel,2019,2020,2020,A,C,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,6
Allennes-les-Marais,59251,59005XXXX,individuel,2019,2020,2020,C,C,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,6
Allennes-les-Marais,59251,59005XXXX,individuel,2019,2020,2020,A,C,Non,CSZ,PLA d’intégration/LLTS dans les DOM,1,False,False,6
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Allennes-les-Marais,59251,59005XXXX,individuel,2020,2020,2020,A,C,Non,CSZ,PLUS/LLS dans les DOM,1,False,False,5
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,E,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,,,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1984,1984,1984,C,D,Non,HZ,PLA ordinaire,1,False,False,41
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,E,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59491,590090101,collectif,1995,1995,1995,D,B,Non,HZ,PLA ordinaire,1,False,False,30
Villeneuve-d'Ascq,59650,590090101,individuel,1994,1994,1994,D,E,Non,HZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,31
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,F,F,Non,HZ,PLA ordinaire,1,True,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,E,F,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,E,F,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,E,F,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,E,F,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1996,1996,1996,F,G,Non,HZ,PLA ordinaire,1,True,False,29
Villeneuve-d'Ascq,59650,590090101,individuel,1996,1996,1996,D,D,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,individuel,1996,1996,1996,C,D,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,individuel,1996,1996,1996,C,C,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,individuel,1996,1996,1996,C,C,Non,HZ,PLA ordinaire,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,individuel,1996,1996,1996,C,C,Non,HZ,PLA Loyer Minoré / PLA Très Social / PLA Insertion,1,False,False,29
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,D,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,C,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,C,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,C,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,D,D,Non,HZ,PLA ordinaire,1,False,False,32
Villeneuve-d'Ascq,59650,590090101,collectif,1993,1993,1993,C,D,Non,HZ,PLA ordinaire,1,False,False,32
